gene_id,symbol,product,biotype,protein_id,log2FoldChange,lfcSE,pvalue,padj,WT_mean,KO_mean
HFX_RS00710,eif1A,translation initiation factor eIF-1A,protein_coding,WP_004058539.1,-0.155036708321345,0.254774450992336,0.334732088832382,0.589848648118608,2751.10989803322,2146.36001806885
HFX_RS12020,"",FAD-binding oxidoreductase,protein_coding,WP_004059708.1,-0.132302735761406,0.180285441531862,0.334873026753843,0.589848648118608,201.179388508641,174.013398431045
HFX_RS08270,"",polysaccharide deacetylase,protein_coding,WP_004056712.1,0.122024583238123,0.159143997878659,0.335303144567762,0.590339502043874,555.297281849545,628.851075032055
HFX_RS01070,"",VOC family protein,protein_coding,WP_004058392.1,0.12855457270018,0.172549948384372,0.335604318090791,0.590563918478913,446.658020740921,514.951463017073
HFX_RS00805,"",hypothetical protein,protein_coding,WP_004058498.1,-0.157165751725447,0.296315891669741,0.335733618098838,0.590563918478913,1660.94776708624,1198.29798354468
HFX_RS10440,"",DsbA family oxidoreductase,protein_coding,WP_004060088.1,-0.156104422314901,0.267189348095702,0.336012815139991,0.590788431851911,600.900488246808,458.584792317342
HFX_RS01545,"","CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase",protein_coding,WP_004058207.1,-0.156800643098701,0.281115347010446,0.336565869664325,0.590996899626183,963.793688567551,717.33402682445
HFX_RS14495,"",hypothetical protein,protein_coding,WP_004059005.1,-0.152789633230345,0.245370656937803,0.336684094638291,0.590996899626183,211.620551391016,168.580629186299
HFX_RS10465,"",DUF5817 domain-containing protein,protein_coding,WP_004060080.1,-0.152531150803053,0.244131697819234,0.336746596168564,0.590996899626183,1020.93841809453,810.228541748033
HFX_RS14900,"",ParA family protein,protein_coding,WP_049917525.1,-0.155214937055598,0.261229448115955,0.336750789821218,0.590996899626183,219.006491517129,169.072414451185
HFX_RS14405,"",valine--tRNA ligase,protein_coding,WP_004059047.1,-0.155799818445626,0.267173930330532,0.336889458945454,0.590996899626183,35754.4270778676,27341.6565749649
HFX_RS12970,"",hypothetical protein,protein_coding,WP_014732428.1,0.142869146824047,0.208678151786835,0.337090125059731,0.591082909349001,642.219991440338,768.473991486185
HFX_RS13145,rnhB,ribonuclease HII,protein_coding,WP_004059449.1,-0.154330752214871,0.256183679690131,0.337416167530054,0.591255898576879,2599.12466847146,2025.24443457192
HFX_RS06255,"",secondary thiamine-phosphate synthase enzyme YjbQ,protein_coding,WP_004572389.1,0.155995939404769,0.307775272354027,0.337552524867193,0.591255898576879,1855.67548417261,2635.92978553555
HFX_RS02460,"",glycosyltransferase family A protein,protein_coding,WP_004057834.1,0.156485815653532,0.296053121251917,0.337643825098033,0.591255898576879,290.136754910577,402.521762919872
HFX_RS14790,"",O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein,protein_coding,WP_004058883.1,-0.151388302552783,0.346155621734853,0.338191219093783,0.591829439598299,3278.11212061437,2093.40445025033
HFX_RS07050,"",DUF6691 family protein,protein_coding,WP_004057013.1,-0.147533036330278,0.225144517399915,0.338413471519736,0.591829439598299,193.042045135899,156.945645074995
HFX_RS01745,"",COG1361 S-layer family protein,protein_coding,WP_004058125.1,-0.124895026989712,0.166534149083099,0.33853815470694,0.591829439598299,451.308794450843,396.03836577398
HFX_RS08590,"",tRNA-Leu,tRNA,"",-0.150327556553437,0.236644722607144,0.338667773187524,0.591829439598299,289.308571635982,233.22827534772
HFX_RS05725,"",HD domain-containing protein,protein_coding,WP_004572499.1,0.117068608499143,0.151320556179056,0.338730497625399,0.591829439598299,2617.14672189413,2946.00815829324
HFX_RS05435,srp19,signal recognition particle subunit SRP19,protein_coding,WP_004572556.1,-0.151789540142373,0.245533862307831,0.33979668108032,0.593228677500869,1220.00593716345,967.549506691437
HFX_RS03715,"",SPFH domain-containing protein,pseudogene,"",-0.124579190454256,0.166578650011914,0.339835720076819,0.593228677500869,596.137991369793,522.893634631808
HFX_RS00415,"",uroporphyrinogen-III synthase,protein_coding,WP_004058664.1,-0.144130341514991,0.215347951098198,0.340104103262927,0.59332291334843,4607.95995473747,3816.21370119256
HFX_RS05400,dapA,4-hydroxy-tetrahydrodipicolinate synthase,protein_coding,WP_004572565.1,-0.155642968119004,0.29229252359045,0.340194128099985,0.59332291334843,4925.78260846013,3594.37096903711
HFX_RS03940,"",hypothetical protein,protein_coding,WP_004057417.1,-0.153659838318591,0.258682483537805,0.340395151881628,0.593408006276648,10321.4310826157,8021.15491817482
HFX_RS08280,"",ABC transporter substrate-binding protein,protein_coding,WP_004056710.1,-0.153745620675177,0.321364641010503,0.34057678902003,0.593459241662975,3026.55243185073,2066.17883073679
HFX_RS02560,moeB,molybdopterin-synthase adenylyltransferase MoeB,protein_coding,WP_004057803.1,0.140415594594278,0.204805249470641,0.340784792867086,0.593526639918092,1663.59017511205,1982.89689417481
HFX_RS01205,glnA,type I glutamate--ammonia ligase,protein_coding,WP_004058344.1,0.145478591902409,0.220653610496377,0.340919996607647,0.593526639918092,42851.6327683958,52076.9399834021
HFX_RS18505,"",enoyl-CoA hydratase-related protein,protein_coding,WP_004060745.1,0.155264926346557,0.294925229416208,0.341138428395867,0.593641782985307,1821.75097785794,2510.92221868416
HFX_RS03060,"",thiamine-phosphate synthase family protein,protein_coding,WP_004057604.1,-0.153980986353801,0.264573126584654,0.341450520134793,0.593919735602599,1265.70446969477,973.519773954542
HFX_RS03040,truD,tRNA pseudouridine(13) synthase TruD,protein_coding,WP_004057613.1,-0.154551197159799,0.271878950474295,0.341628140922531,0.593963645546844,4291.75610096129,3260.1919926228
HFX_RS06555,"",MFS transporter,protein_coding,WP_004057194.1,-0.130625249382042,0.181246840918056,0.342500793190362,0.595215377555074,493.965473054703,426.614942262657
HFX_RS00060,cgi121,KEOPS complex subunit Cgi121,protein_coding,WP_004058817.1,-0.149149019229891,0.237365898585826,0.342806600542808,0.595481340871597,1161.87385442807,933.758023137414
HFX_RS16880,"",adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,protein_coding,WP_004060609.1,0.146426748858693,0.365067142393693,0.343146401220477,0.595806089958761,1450.19807319991,2396.87836226454
HFX_RS06760,surE,5'/3'-nucleotidase SurE,protein_coding,WP_004057119.1,0.123697253342034,0.166720840665372,0.343507069194295,0.596166765680926,1743.82918458419,1988.5067110127
HFX_RS12695,"",universal stress protein,protein_coding,WP_004059572.1,0.153610033773444,0.309400862817612,0.343871571511599,0.596533772030358,1055.81661835032,1501.02371154927
HFX_RS00790,"",hypothetical protein,protein_coding,WP_004058504.1,0.118066973986228,0.156000845723874,0.344682866596015,0.597675184159817,945.317402196202,1067.96984286802
HFX_RS16155,"",phosphatidate cytidylyltransferase,protein_coding,WP_231512959.1,0.122724691885841,0.165696106082017,0.345368529914898,0.598597834418975,1094.27630966235,1245.56074987309
HFX_RS07390,"",helix-hairpin-helix domain-containing protein,protein_coding,WP_004056945.1,-0.116838958282506,0.154158699431781,0.345820431988162,0.59911468617327,609.11849112298,540.103276433618
HFX_RS17145,"",hypothetical protein,protein_coding,WP_238547496.1,-0.153341021593472,0.276769356084948,0.345990378578116,0.599142823499554,1534.61037444049,1157.03041365265
HFX_RS12185,"",Lrp/AsnC ligand binding domain-containing protein,protein_coding,WP_004059676.1,-0.147018288953304,0.233131827003306,0.346462198312665,0.599435891203657,52.1639775230334,42.7354392576317
HFX_RS09700,"",50S ribosomal protein L1,protein_coding,WP_004060246.1,-0.148499832036114,0.239853042568682,0.346467178779333,0.599435891203657,241868.578665304,194119.073961457
HFX_RS07780,"",alkaline phosphatase family protein,protein_coding,WP_004056865.1,-0.138401132576885,0.204678986567583,0.347454403627838,0.60064788040898,6748.44379654781,5677.56920762459
HFX_RS12985,"",hypothetical protein,protein_coding,WP_004059512.1,0.140246939156675,0.210176117705993,0.347475877455683,0.60064788040898,329.584650702241,395.723855839287
HFX_RS00270,"",CBS domain-containing protein,protein_coding,WP_004058723.1,-0.149639476354717,0.24879559543012,0.348100533650698,0.601460939791853,11747.7835004838,9306.05459694624
HFX_RS08835,"",FAD-dependent oxidoreductase,protein_coding,WP_004056514.1,-0.146397384451713,0.232956413186698,0.348295199098106,0.601530654002843,791.363076095493,642.852935953501
HFX_RS14870,"",DUF2073 domain-containing protein,protein_coding,WP_004058836.1,-0.106366546228028,0.136124790555664,0.348715705447208,0.601990177074055,5935.18685763522,5361.96881618139
HFX_RS00960,"",ORC1-type DNA replication protein,protein_coding,WP_004058436.1,-0.0973203654672827,0.120971909508466,0.349108850135372,0.602277899265965,17198.6169437509,15743.5290197294
HFX_RS05410,"",NYN domain-containing protein,protein_coding,WP_004572563.1,0.116876504004343,0.155886577832105,0.349311964026557,0.602277899265965,2068.08282847997,2330.7873570244
HFX_RS18780,"",helix-turn-helix domain-containing protein,protein_coding,WP_004060682.1,-0.141252228603872,0.380914972500199,0.349345903088852,0.602277899265965,38.5373226112197,22.5185105947154
HFX_RS04345,"",hypothetical protein,protein_coding,WP_004057311.1,-0.135542290493086,0.198854528871358,0.350144504954659,0.603387833913908,294.328578855117,249.103600922619
HFX_RS13995,"",isochorismatase family cysteine hydrolase,protein_coding,WP_004059238.1,0.134125807603096,0.195830344281892,0.351174788654676,0.604895857788743,1044.50069062784,1228.59012556671
HFX_RS04700,"",helix-turn-helix domain-containing protein,protein_coding,WP_004572705.1,-0.142517499409367,0.222410191773196,0.352141802114856,0.606293615125312,786.469891274678,647.458987464999
HFX_RS02480,"",hypothetical protein,protein_coding,WP_004057827.1,0.137837908772649,0.207515501246295,0.352662420723372,0.606658947638415,471.238277545702,562.328468205172
HFX_RS17065,"",saccharopine dehydrogenase NADP-binding domain-containing protein,protein_coding,WP_004061062.1,0.145979088455165,0.346750221865757,0.352800083404333,0.606658947638415,2304.80209030488,3586.93221471792
HFX_RS10940,"",DUF106 domain-containing protein,protein_coding,WP_004059963.1,-0.15045412594539,0.26976615520413,0.353249210551242,0.606658947638415,20598.3998860285,15789.3726332137
HFX_RS00485,"",DUF5784 family protein,protein_coding,WP_014732040.1,-0.145307497820146,0.235162216025795,0.353353611117234,0.606658947638415,9873.55147517702,7997.90748786482
HFX_RS01185,"",tRNA (guanine(26)-N(2))-dimethyltransferase,protein_coding,WP_004058350.1,-0.150934332305829,0.295201478079839,0.353491832496111,0.606658947638415,3285.6426197636,2397.17021922643
HFX_RS09410,"",RimK/LysX family protein,protein_coding,WP_004060322.1,-0.149317069524488,0.259141689962871,0.353593038123621,0.606658947638415,5523.95575889157,4312.49717377427
HFX_RS05005,"",DUF4382 domain-containing protein,protein_coding,WP_004572644.1,0.0969763494129239,0.121893925349155,0.35361343414754,0.606658947638415,3155.81043804354,3447.77113948994
HFX_RS17165,"",S8 family peptidase,protein_coding,WP_014732744.1,0.150462495163914,0.304762189281258,0.35365289987022,0.606658947638415,2067.54492175361,2893.25625735625
HFX_RS14110,"",MATE family efflux transporter,protein_coding,WP_320051492.1,0.132084358002563,0.192407200982333,0.353796926277063,0.606658947638415,3013.02453601785,3522.14691772717
HFX_RS07775,"",alkaline phosphatase family protein,protein_coding,WP_238547481.1,-0.139806155247437,0.214903883425533,0.353941175488009,0.606658947638415,8424.36358550772,7013.22914007485
HFX_RS19000,"",hydrolase,protein_coding,WP_004060622.1,0.147327060860045,0.2465517739799,0.354065958408772,0.606658947638415,424.170222068561,533.625103195618
HFX_RS02900,"",histidine kinase N-terminal 7TM domain-containing protein,protein_coding,WP_004057668.1,0.145647591534027,0.239305931948992,0.355065624165468,0.607802809192702,2506.25884699352,3111.66115451797
HFX_RS15395,"",hypothetical protein,protein_coding,WP_004060597.1,0.142257985643361,0.224809265152976,0.355102345737558,0.607802809192702,237.326622228916,289.81459006903
HFX_RS14665,"",response regulator,protein_coding,WP_004058930.1,0.133809073607086,0.198054737207239,0.355201333848378,0.607802809192702,7000.97317154496,8237.71511384231
HFX_RS15455,"",tyrosine-type recombinase/integrase,protein_coding,WP_004060579.1,-0.140964463496251,0.220624810333486,0.355628621072726,0.608266943809341,587.680591656981,485.016025827501
HFX_RS03990,"",hypothetical protein,protein_coding,WP_004057406.1,0.131627675499318,0.193201457867979,0.356530124606906,0.609460227505914,725.373167240408,846.935831897364
HFX_RS18115,"",hypothetical protein,protein_coding,WP_004060834.1,-0.144023304245422,0.234007105451561,0.356638988953563,0.609460227505914,4566.66978480519,3709.07349411694
HFX_RS20455,"",hypothetical protein,protein_coding,WP_004057412.1,0.110343084081288,0.146823111275166,0.357083252298472,0.609952023426575,650.629944386426,727.010331434713
HFX_RS02365,"",tRNA-Arg,tRNA,"",-0.143426134195798,0.352845993056285,0.357242120728462,0.609956104511408,931.591960345498,590.24146143114
HFX_RS16005,"",type 2 lanthipeptide synthetase LanM family protein,protein_coding,WP_004056313.1,0.141378963095891,0.224727724030177,0.357918466457449,0.610499453035734,1060.53598053668,1289.78419542222
HFX_RS07425,"",Glu/Leu/Phe/Val dehydrogenase,protein_coding,WP_004056938.1,0.123898006802216,0.175350706729626,0.358051353614622,0.610499453035734,41856.4222601191,48004.834981181
HFX_RS09880,"",DUF420 domain-containing protein,protein_coding,WP_004060211.1,0.115262968137449,0.156947592979549,0.358178838882453,0.610499453035734,1051.87757400121,1185.47089268935
HFX_RS08340,"",gas vesicle protein K,protein_coding,WP_004056698.1,0.145469965892573,0.243498338715773,0.358186826344978,0.610499453035734,109.448033075926,137.51792443278
HFX_RS11050,"",GNAT family protein,protein_coding,WP_004059943.1,0.144265056503462,0.238558419965378,0.358981491574438,0.611423245181158,844.176236981388,1043.58841095412
HFX_RS02000,hisH,imidazole glycerol phosphate synthase subunit HisH,protein_coding,WP_004058015.1,-0.146612866628954,0.252383227103823,0.359170529655779,0.611423245181158,5996.56651793743,4745.31401690945
HFX_RS15370,"",hypothetical protein,protein_coding,WP_014732627.1,-0.148538909250091,0.304846438564466,0.359199392371691,0.611423245181158,13.2242086658944,9.41117362071877
HFX_RS05155,trkA,Trk system potassium transporter TrkA,protein_coding,WP_004572614.1,-0.146736901845657,0.254715592803946,0.359796691330046,0.612172633262557,11930.6587227131,9406.04235550589
HFX_RS20435,"",transposase,pseudogene,"",0.14229001920353,0.2313090849358,0.360253622129976,0.612533241238297,372.863761081367,457.913261109755
HFX_RS15745,cobJ,precorrin-3B C(17)-methyltransferase,protein_coding,WP_004056384.1,-0.129773506965162,0.191092041194116,0.360322914869014,0.612533241238297,7551.19526831768,6478.00534151944
HFX_RS11470,gcvT,glycine cleavage system aminomethyltransferase GcvT,protein_coding,WP_004059819.1,-0.14610341210201,0.252791040045266,0.360940553927644,0.613315727641655,9164.12086731504,7250.16750778415
HFX_RS06860,"",hypothetical protein,protein_coding,WP_004057081.1,-0.143694879412847,0.239434848870664,0.361370140575473,0.613778129831457,662.801672172311,534.326275246707
HFX_RS05930,"",helix-turn-helix domain-containing protein,protein_coding,WP_004572457.1,0.147147396058729,0.263689102855912,0.361708324096785,0.614084950927381,989.561440202192,1271.55836803622
HFX_RS03595,"",CPBP family intramembrane glutamic endopeptidase,protein_coding,WP_004057486.1,-0.132962401112684,0.200999380973717,0.361906776093152,0.614154381023555,5225.24810890873,4436.26125410268
HFX_RS19970,"",HVO_0758 family zinc finger protein,protein_coding,WP_014732167.1,0.146244689243903,0.259653269316021,0.363205511506213,0.615703901316216,4153.04506671585,5303.56999025107
HFX_RS15200,"",DUF3592 domain-containing protein,protein_coding,WP_004060484.1,0.132479687058394,0.200796708814385,0.363369420386483,0.615703901316216,415.617063621093,487.881142730559
